ds,y
10/19/2018 7:30:00 AM,77
10/18/2018 8:00:00 AM,20
10/18/2018 7:30:00 AM,110
10/16/2018 8:00:00 AM,66
10/16/2018 7:30:00 AM,98
10/15/2018 8:00:00 AM,69
10/15/2018 7:30:00 AM,122
10/13/2018 8:00:00 AM,33
10/13/2018 7:30:00 AM,83
10/12/2018 8:00:00 AM,44
10/12/2018 7:30:00 AM,99
10/11/2018 8:00:00 AM,75
10/11/2018 7:30:00 AM,102
10/9/2018 8:00:00 AM,66
10/9/2018 7:30:00 AM,120
10/8/2018 8:00:00 AM,68
10/8/2018 7:30:00 AM,179
10/6/2018 8:00:00 AM,69
10/6/2018 7:30:00 AM,44
10/5/2018 8:00:00 AM,64
10/5/2018 7:30:00 AM,97
10/4/2018 8:00:00 AM,80
10/4/2018 7:30:00 AM,153
10/2/2018 8:00:00 AM,74
10/2/2018 7:30:00 AM,124
10/1/2018 8:00:00 AM,73
10/1/2018 7:30:00 AM,126
9/29/2018 7:30:00 AM,71
9/29/2018 7:00:00 AM,85
9/28/2018 7:30:00 AM,166
9/28/2018 7:00:00 AM,126
9/25/2018 7:30:00 AM,96
9/25/2018 7:00:00 AM,148
9/24/2018 7:30:00 AM,81
9/24/2018 7:00:00 AM,208
9/22/2018 7:30:00 AM,105
9/22/2018 7:00:00 AM,61
9/21/2018 7:30:00 AM,62
9/21/2018 7:00:00 AM,108
9/20/2018 7:30:00 AM,80
9/20/2018 7:00:00 AM,88
9/18/2018 7:30:00 AM,102
9/18/2018 7:00:00 AM,84
9/17/2018 7:30:00 AM,24
9/17/2018 7:00:00 AM,135
9/15/2018 7:30:00 AM,52
9/15/2018 7:00:00 AM,79
9/14/2018 7:30:00 AM,70
9/14/2018 7:00:00 AM,55
9/13/2018 8:00:00 AM,2
9/13/2018 7:30:00 AM,82
9/13/2018 7:00:00 AM,81
9/11/2018 7:30:00 AM,69
9/11/2018 7:00:00 AM,90
9/10/2018 7:30:00 AM,48
9/10/2018 7:00:00 AM,80
9/8/2018 7:30:00 AM,43
9/8/2018 7:00:00 AM,84
9/7/2018 7:30:00 AM,52
9/7/2018 7:00:00 AM,42
9/6/2018 7:30:00 AM,51
9/6/2018 7:00:00 AM,105
9/4/2018 7:30:00 AM,56
9/4/2018 7:00:00 AM,70
9/3/2018 7:30:00 AM,62
9/3/2018 7:00:00 AM,60
9/1/2018 7:30:00 AM,24
9/1/2018 7:00:00 AM,46
8/31/2018 8:00:00 AM,39
8/31/2018 7:30:00 AM,61
8/30/2018 8:00:00 AM,37
