ds,y
4/15/2019,0
4/15/2019,7
4/16/2019,0
4/16/2019,3
4/17/2019,21
4/18/2019,13
4/18/2019,0
4/18/2019,0
4/19/2019,137
4/19/2019,0
4/19/2019,12
4/20/2019,104
4/20/2019,0
4/20/2019,11
4/23/2019,143
4/23/2019,0
4/23/2019,30
4/24/2019,19
4/25/2019,147
4/25/2019,0
4/25/2019,20
4/26/2019,89
4/26/2019,0
4/26/2019,8
4/27/2019,77
4/27/2019,2
4/27/2019,0
4/29/2019,120
4/29/2019,0
4/29/2019,3
4/30/2019,78
4/30/2019,0
4/30/2019,10
5/2/2019,109
5/2/2019,0
5/2/2019,15
5/3/2019,76
5/3/2019,0
5/3/2019,16
5/4/2019,78
5/4/2019,0
5/4/2019,7
5/6/2019,130
5/6/2019,0
5/6/2019,30
5/7/2019,150
5/7/2019,0
5/7/2019,14
5/8/2019,12
5/9/2019,124
5/9/2019,0
5/9/2019,13
5/10/2019,76
5/10/2019,0
5/10/2019,14
5/11/2019,120
5/11/2019,0
5/11/2019,11
5/13/2019,158
5/13/2019,0
5/13/2019,23
5/14/2019,122
5/14/2019,0
5/14/2019,24
5/15/2019,20
5/16/2019,165
5/16/2019,0
5/16/2019,14
5/17/2019,95
5/17/2019,0
5/17/2019,13
5/18/2019,122
5/18/2019,0
5/18/2019,13
5/20/2019,138
5/20/2019,0
5/20/2019,27
5/21/2019,142
5/21/2019,0
5/21/2019,15
5/22/2019,39
5/23/2019,149
5/23/2019,0
5/23/2019,14
5/24/2019,163
5/24/2019,0
5/24/2019,21
5/25/2019,113
5/25/2019,0
5/25/2019,14
5/27/2019,141
5/27/2019,0
5/27/2019,29
5/28/2019,193
5/28/2019,0
5/28/2019,29
5/29/2019,57
5/30/2019,154
5/30/2019,0
5/30/2019,28
5/31/2019,109
5/31/2019,0
5/31/2019,24
6/1/2019,130
6/1/2019,0
6/1/2019,15
6/3/2019,102
6/3/2019,0
6/3/2019,38
6/4/2019,201
6/4/2019,0
6/4/2019,15
6/5/2019,32
6/6/2019,137
6/6/2019,0
6/6/2019,16
6/7/2019,121
6/7/2019,0
6/7/2019,23
6/8/2019,120
6/8/2019,0
6/8/2019,15
6/10/2019,134
6/10/2019,0
6/10/2019,44
6/11/2019,206
6/11/2019,0
6/11/2019,10
6/12/2019,74
6/13/2019,209
6/13/2019,0
6/13/2019,29
6/14/2019,143
6/14/2019,0
6/14/2019,26
6/15/2019,28
6/15/2019,0
6/15/2019,104
6/17/2019,129
6/17/2019,0
6/17/2019,60
6/18/2019,195
6/18/2019,0
6/18/2019,45
6/19/2019,57
6/20/2019,166
6/20/2019,0
6/20/2019,42
6/21/2019,219
6/21/2019,0
6/21/2019,29
6/22/2019,95
6/22/2019,0
6/22/2019,30
6/24/2019,94
6/24/2019,0
6/24/2019,98
6/25/2019,167
6/25/2019,0
6/25/2019,59
6/26/2019,59
6/27/2019,164
6/27/2019,0
6/27/2019,26
6/28/2019,96
6/28/2019,0
6/28/2019,72
6/29/2019,0
7/1/2019,78
7/1/2019,0
7/1/2019,98
7/2/2019,177
7/2/2019,0
7/2/2019,33
7/3/2019,112
7/4/2019,179
7/4/2019,0
7/4/2019,28
7/5/2019,141
7/5/2019,0
7/5/2019,34
7/6/2019,153
7/6/2019,0
7/6/2019,14
7/8/2019,171
7/8/2019,0
7/8/2019,31
7/9/2019,220
7/9/2019,0
7/9/2019,41
7/10/2019,82
7/11/2019,148
7/11/2019,0
7/11/2019,20
7/12/2019,142
7/12/2019,0
7/12/2019,43
7/13/2019,91
7/13/2019,0
7/13/2019,12
7/15/2019,108
7/15/2019,0
7/15/2019,43
7/16/2019,148
7/16/2019,0
7/16/2019,35
7/17/2019,64
7/18/2019,134
7/18/2019,0
7/18/2019,21
7/19/2019,109
7/19/2019,0
7/19/2019,4
7/20/2019,111
7/20/2019,6
7/20/2019,0
7/20/2019,10
7/22/2019,131
7/22/2019,0
7/22/2019,30
7/23/2019,150
7/23/2019,0
7/23/2019,18
7/24/2019,63
7/25/2019,84
7/25/2019,0
7/25/2019,9
7/26/2019,122
7/26/2019,0
7/26/2019,27
7/27/2019,117
7/27/2019,0
7/27/2019,8
7/29/2019,136
7/29/2019,0
7/29/2019,29
7/30/2019,133
7/30/2019,0
7/30/2019,9
7/31/2019,22
8/1/2019,139
8/1/2019,0
8/1/2019,19
8/2/2019,78
8/2/2019,0
8/2/2019,18
8/3/2019,66
8/3/2019,0
8/3/2019,21
8/5/2019,104
8/5/2019,0
8/5/2019,25
8/6/2019,67
8/6/2019,0
8/6/2019,7
8/7/2019,53
8/8/2019,104
8/8/2019,0
8/8/2019,8
8/9/2019,92
8/9/2019,0
8/9/2019,0
8/10/2019,50
8/10/2019,0
8/10/2019,7
8/12/2019,103
8/12/2019,0
8/12/2019,6
8/13/2019,96
8/13/2019,0
8/13/2019,18
8/13/2019,7
8/15/2019,0
8/16/2019,100
8/16/2019,0
8/16/2019,15
8/17/2019,76
8/17/2019,0
8/17/2019,11
8/19/2019,82
8/19/2019,0
8/19/2019,11
8/20/2019,63
8/20/2019,0
8/20/2019,16
8/21/2019,53
8/22/2019,46
8/22/2019,0
8/22/2019,4
8/23/2019,60
8/23/2019,0
8/23/2019,12
8/24/2019,63
8/24/2019,0
8/24/2019,2
8/26/2019,72
8/26/2019,0
8/26/2019,13
8/27/2019,61
8/27/2019,0
8/27/2019,18
8/28/2019,36
8/29/2019,91
8/29/2019,0
8/29/2019,10
8/30/2019,66
8/30/2019,0
8/30/2019,3
8/31/2019,81
8/31/2019,0
8/31/2019,15
9/2/2019,146
9/2/2019,0
9/2/2019,21
9/3/2019,96
9/3/2019,0
9/3/2019,7
9/4/2019,55
9/5/2019,116
9/5/2019,0
9/5/2019,27
9/6/2019,134
9/6/2019,0
9/6/2019,13
9/7/2019,99
9/7/2019,0
9/7/2019,30
9/9/2019,97
9/9/2019,0
9/9/2019,26
9/10/2019,134
9/10/2019,0
9/10/2019,24
9/11/2019,39
9/12/2019,154
9/12/2019,0
9/12/2019,29
9/13/2019,129
9/13/2019,0
9/13/2019,30
9/14/2019,86
9/14/2019,0
9/14/2019,27
9/16/2019,111
9/16/2019,0
9/16/2019,26
9/17/2019,170
9/17/2019,0
9/17/2019,16
9/18/2019,92
9/19/2019,150
9/19/2019,0
9/19/2019,11
9/20/2019,121
9/20/2019,0
9/20/2019,14
9/21/2019,100
9/21/2019,0
9/21/2019,18
9/23/2019,156
9/23/2019,0
9/23/2019,22
9/24/2019,141
9/24/2019,0
9/24/2019,14
9/25/2019,52
9/26/2019,151
9/26/2019,0
9/26/2019,21
9/27/2019,0
9/28/2019,176
9/28/2019,0
9/28/2019,30
9/30/2019,139
9/30/2019,0
9/30/2019,29
10/1/2019,143
10/1/2019,0
10/1/2019,13
10/2/2019,60
10/3/2019,160
10/3/2019,0
10/3/2019,17
10/4/2019,178
10/4/2019,0
10/4/2019,17
10/5/2019,103
10/5/2019,0
10/5/2019,16
10/7/2019,187
10/7/2019,0
10/7/2019,5
10/8/2019,147
10/8/2019,5
10/8/2019,0
10/8/2019,30
10/9/2019,57
10/10/2019,158
10/10/2019,4
10/10/2019,0
10/10/2019,19
10/11/2019,116
10/11/2019,0
10/11/2019,29
10/12/2019,138
10/12/2019,0
10/12/2019,16
10/14/2019,152
10/14/2019,0
10/14/2019,0
10/14/2019,29
10/15/2019,123
10/15/2019,0
10/15/2019,14
10/16/2019,21
10/17/2019,119
10/17/2019,0
10/17/2019,10
10/18/2019,104
10/18/2019,0
10/18/2019,4
10/19/2019,101
10/19/2019,0
10/19/2019,8
10/21/2019,134
10/21/2019,0
10/21/2019,12
10/22/2019,106
10/22/2019,0
10/22/2019,24
10/23/2019,50
10/24/2019,72
10/24/2019,0
10/24/2019,10
10/25/2019,90
10/25/2019,0
10/25/2019,21
10/26/2019,49
10/26/2019,0
10/26/2019,11
10/28/2019,98
10/28/2019,0
10/28/2019,16
10/29/2019,58
10/29/2019,0
10/29/2019,18
10/30/2019,29
10/31/2019,60
10/31/2019,0
10/31/2019,14
11/1/2019,0
11/2/2019,61
11/2/2019,19
11/4/2019,36
11/4/2019,15
11/5/2019,74
11/7/2019,38
11/8/2019,66
11/9/2019,48
11/11/2019,83
11/12/2019,52
11/14/2019,31
11/15/2019,37
11/16/2019,42
11/18/2019,52
11/19/2019,40
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
